City,AGE,Gender,Nationality,Subject_Area,Years_Higher_Education,Duration_Abroad,ECTS_Anticipated,Special_Needs,Language_Taught,Study_Grant,Placement_Grant
 LOGRONO,21,M,ES,38,2,5,33,0,IT,650,0
 LAS-PAL,21,F,ES,223,3,Sep-25,60,0,EN,1202.5,0
 LAS-PAL,21,F,ES,723,2,4,24,0,EN,520,0
 LAS-PAL,21,F,ES,721,3,10,60,0,IT,1300,0
 MADRID0,21,F,ES,38,3,Mrz 75,30,0,FR,487.5,0
 MADRID0,21,M,ES,34,3,Mrz 75,30,0,FR,487.5,0
 MADRID0,21,M,ES,38,3,03. Mai,30,0,FR,455,0
 MADRID0,21,M,ES,38,3,4,30,0,EN,520,0
 MADRID0,21,F,ES,32,3,9,51,0,FR,1170,0
  JAEN01,21,F,ES,1,2,Apr-25,24,0,PT,552.5,0
  JAEN01,21,M,ES,521,3,6,24,0,DE,780,0
  JAEN01,21,M,ES,42,3,04. Mai,18,0,EN,585,0
  JAEN01,21,F,ES,38,3,9,52,0,PT,1170,0
  JAEN01,21,F,ES,345,3,Aug-75,28,0,IT,1137.5,0
 HUELVA0,21,M,ES,723,5,Mai 75,30,0,IT,747.5,0
 HUELVA0,21,F,ES,340,3,09. Mai,90,0,EN,1235,0
 LAS-PAL,21,F,ES,762,3,Jun-25,26,0,IT,812.5,0
 LAS-PAL,21,F,ES,529,3,5,23,0,EN,650,0
 LAS-PAL,21,F,ES,721,3,09. Mai,60,0,IT,1235,0
 LAS-PAL,21,M,ES,52,3,09. Mai,90,0,EN,1235,0
 LAS-PAL,21,M,ES,34,3,9,72,0,EN,1170,0
 LAS-PAL,21,M,ES,443,3,Apr-75,38,0,PT,617.5,0
 LAS-PAL,21,M,ES,34,3,Aug-25,60,0,EN,1072.5,0
 LA-CORU,21,M,ES,523,2,0,22,0,DE,0,750
 MADRID0,21,F,ES,211,3,Aug-25,60,0,NL,1072.5,0
 MADRID0,21,F,ES,329,3,9,51,0,EN,1170,0
 MADRID0,21,F,ES,721,3,9,0,0,EN,1170,0
 CORDOBA,21,F,ES,0,4,9,42,0,FR,1170,0
 CORDOBA,21,F,ES,345,3,9,18,0,IT,1170,0
 CORDOBA,21,M,ES,522,3,05. Mai,7,0,EN,715,0
 CASTELL,21,F,ES,342,3,Okt 25,47,0,PT,1332.5,0
 CASTELL,21,F,ES,223,3,Mai 25,30,0,DE,682.5,0
 CASTELL,21,M,ES,521,3,Aug-75,45,0,EN,1137.5,0
 CASTELL,21,F,ES,345,2,Sep-25,54,0,IT,1202.5,0
 CASTELL,21,M,ES,32,3,Mai 25,27,0,EN,682.5,0
 CASTELL,21,F,ES,223,3,Okt 25,35,0,DE,1332.5,0
 CIUDA-R,21,M,ES,723,2,0,0,0,EN,0,1125
 GRANADA,21,F,RO,22,3,9,45,0,FR,1170,0
 GRANADA,21,F,ES,38,3,10,55,0,FR,1300,0
 GRANADA,21,M,ES,762,2,6,54,0,IT,780,0
 CORDOBA,21,F,ES,64,3,10,53,0,FR,1300,0
 CORDOBA,21,M,ES,349,3,9,53,0,EN,1170,0
 CORDOBA,21,F,ES,38,3,9,40,0,IT,1170,0
 ELCHE01,21,M,ES,521,2,9,46,0,EN,1170,0
 CASTELL,21,M,ES,212,4,4,20,0,EN,520,0
 CASTELL,21,M,ES,525,1,0,22,0,EN,0,900
 CASTELL,21,M,ES,525,2,,,,,,
 CORDOBA,21,F,ES,14,5,08. Mai,30,0,IT,1105,0
 CORDOBA,21,F,ES,349,3,11,60,0,DE,1430,0
 CORDOBA,21,F,ES,421,2,9,34,0,IT,1170,0
 CORDOBA,21,M,ES,345,2,9,30,0,EN,1170,0
 CORDOBA,21,M,ES,421,2,5,30,0,EN,650,0
 GRANADA,21,F,ES,21,3,9,75,0,IT,1170,0
 GRANADA,21,M,ES,442,4,6,30,0,FR,780,0
 GRANADA,21,M,ES,582,3,12,63,0,DE,1560,0
 GRANADA,21,M,ES,581,3,9,60,0,PT,1170,0
 ELCHE01,21,F,unknown,321,3,03. Mai,25,0,FR,455,0
 ELCHE04,21,M,ES,812,1,0,22,0,PT,0,900
 GRANADA,21,M,ES,421,2,10,54,0,PT,1300,0
 GRANADA,21,M,ES,34,3,9,75,0,BG,1170,0
 GRANADA,21,F,ES,421,2,10,84,0,IT,1300,0
 GRANADA,21,F,ES,813,3,4,45,0,EN,520,0
 GRANADA,21,F,ES,34,3,9,78,0,LT,1170,0
 GRANADA,21,F,ES,724,3,9,59,0,IT,1170,0
 LAS-PAL,21,M,ES,58,3,Okt 25,78,0,IT,1300,0
 GRANADA,21,F,ES,311,2,10,42,0,FR,1300,0
 GRANADA,21,F,ES,223,3,9,21,0,FR,1170,0
 GRANADA,21,F,ES,14,2,9,59,0,FR,1170,0
 GRANADA,21,F,ES,31,3,9,50,0,IT,1170,0
 GRANADA,21,F,ES,581,3,10,30,0,IT,1300,0
 GRANADA,21,F,ES,225,3,9,60,0,IT,1170,0
 GRANADA,21,F,ES,58,3,9,64,0,FR,1170,0
 GRANADA,21,F,ES,38,3,10,45,0,FR,1300,0
 LAS-PAL,21,F,ES,58,3,Nov-75,86,0,IT,1300,0
 LAS-PAL,21,F,ES,721,3,11. Mai,60,0,FR,1300,0
 LA-CORU,21,M,ES,340,3,8,41,0,EN,1040,0
 LA-CORU,21,M,ES,582,3,Sep-25,60,0,EN,1202.5,0
 LA-CORU,21,M,ES,581,3,10. Mai,58,0,IT,1300,0
 LAS-PAL,21,F,ES,58,3,Sep-75,90,0,IT,1267.5,0
 LAS-PAL,21,M,ES,314,3,12,71,0,IT,1300,0
 LAS-PAL,21,F,ES,723,3,04. Mai,30,0,PT,585,0
  JAEN01,21,M,ES,222,2,10,60,0,IT,1300,0
  JAEN01,21,M,ES,34,3,9,58,0,EN,1170,0
  JAEN01,21,F,ES,34,3,9,54,0,FR,1170,0
  JAEN01,21,F,ES,38,3,Sep-75,56,0,IT,1267.5,0
  JAEN01,21,M,ES,222,3,Sep-25,54,0,EN,1202.5,0
  JAEN01,21,M,ES,443,3,Sep-75,42,0,IT,1267.5,0
 LAS-PAL,21,M,ES,34,2,Okt 25,60,0,IT,1300,0
 LAS-PAL,21,F,ES,314,3,09. Mai,70,0,EN,1235,0
 MADRID0,21,M,ES,34,4,Mrz 25,21,0,EN,422.5,0
 MADRID0,21,F,ES,32,3,9,54,0,IT,1170,0
 MADRID0,21,M,ES,32,3,Apr-25,20,0,EN,552.5,0
 MADRID0,21,M,ES,34,3,Mrz 75,25,0,EN,487.5,0
 MADRID0,21,F,ES,311,3,10,60,0,EN,1300,0
 MADRID0,21,M,ES,1,2,3,60,0,EN,390,0
 MADRID0,21,F,ES,32,3,9,57,0,FR,1170,0
 MADRID0,21,F,ES,727,3,9,52,0,FR,1170,0
 LA-CORU,21,M,ES,214,3,Okt 75,36,0,PT,1300,0
 CORDOBA,21,M,ES,62,3,9,32,0,DE,1170,0
 CORDOBA,21,F,ES,623,2,Okt 75,23,0,DE,1397.5,0
 CORDOBA,21,F,ES,349,3,9,62,0,EN,1170,0
 CORDOBA,21,M,ES,349,3,9,55,0,IT,1170,0
 CIUDA-R,21,M,ES,421,3,5,20,0,FR,650,0
 CIUDA-R,21,F,ES,723,2,0,12,0,PT,0,900
 CIUDA-R,21,F,ES,14,3,0,0,0,EN,0,900
 CIUDA-R,21,F,ES,723,3,0,0,0,EN,0,1050
 CIUDA-R,21,F,ES,14,3,0,0,0,EN,0,900
 CIUDA-R,21,F,ES,723,3,0,14,0,IT,0,1050
 CORDOBA,21,F,ES,345,1,9,18,0,FR,1170,0
 CORDOBA,21,F,ES,349,3,Aug-25,69,0,EN,1072.5,0
 CORDOBA,21,F,ES,14,2,Aug-75,66,0,EN,1137.5,0
 GRANADA,21,F,ES,34,1,9,60,0,DE,1170,0
 CORDOBA,21,F,ES,345,2,9,22,0,EN,1170,0
 CADIZ01,21,M,ES,840,3,06. Mai,24,0,EN,845,0
 CADIZ01,21,M,ES,840,3,06. Mai,18,0,EN,845,0
 CADIZ01,21,F,ES,342,3,Aug-25,60,0,FR,1072.5,0
 CADIZ01,21,M,ES,345,3,4,18,0,DE,520,0
 CADIZ01,21,M,ES,762,3,Okt 25,54,0,PT,1332.5,0
 ELCHE01,21,M,ES,211,2,9,56,0,IT,1170,0
 ELCHE01,21,F,ES,727,3,9,43,0,PT,1170,0
 ELCHE01,21,F,ES,211,2,9,52,0,IT,1170,0
 CORDOBA,21,F,ES,38,3,9,47,0,EN,1170,0
 CORDOBA,21,F,ES,349,3,10,63,0,FR,1300,0
 CORDOBA,21,F,ES,349,3,10,47,0,EN,1300,0
 CORDOBA,21,F,ES,38,3,08. Mai,47,0,EN,1105,0
 CORDOBA,21,M,ES,582,3,Apr-75,10,0,FR,617.5,0
 CORDOBA,21,F,ES,64,3,9,84,0,IT,1170,0
 GRANADA,21,F,ES,724,3,9,78,0,PT,1170,0
 GRANADA,21,F,ES,58,3,10,42,0,FR,1300,0
 GRANADA,21,F,ES,34,3,9,75,0,IT,1170,0
 GRANADA,21,F,ES,223,3,9,51,0,EN,1170,0
 GIRONA0,21,M,ES,811,2,4,28,0,EN,520,0
 GIRONA0,21,M,ES,422,2,5,36,0,EN,650,0
 GIRONA0,21,M,ES,34,2,5,30,0,EN,650,0
 GRANADA,21,F,ES,223,3,4,36,0,IT,520,0
 GRANADA,21,F,ES,312,3,10,52,0,ET,1300,0
 GRANADA,21,F,ES,581,3,9,24,0,EL,1170,0
 GRANADA,21,M,ES,38,3,10,53,0,NL,1300,0
 GRANADA,21,F,ES,226,3,9,35,0,FR,1170,0
 LAS-PAL,21,M,ES,222,2,Apr-75,30,0,EN,617.5,0
 LAS-PAL,21,M,ES,813,3,Okt 25,48,0,EN,1300,0
 LAS-PAL,21,F,ES,212,3,9,46,0,IT,1170,0
 LAS-PAL,21,F,ES,212,3,6,46,0,EN,780,0
 LAS-PAL,21,F,ES,212,1,6,46,0,EN,780,0
 LAS-PAL,21,F,ES,813,1,0,0,0,EN,0,600
 LAS-PAL,21,F,ES,729,1,0,0,0,IT,0,600
 LAS-PAL,21,F,ES,729,1,0,0,0,IT,0,600
 LAS-PAL,21,M,ES,813,1,0,0,0,EN,0,600
 GRANADA,21,M,ES,461,3,9,48,0,FR,1170,0
 GRANADA,21,M,ES,347,2,9,60,0,PT,1170,0
 GRANADA,21,F,ES,441,3,9,48,0,FR,1170,0
 GRANADA,21,M,ES,721,3,3,15,0,PL,390,0
 GRANADA,21,F,ES,222,2,9,48,0,EN,1170,0
 GRANADA,21,F,ES,34,2,10,6,0,IT,1300,0
 GRANADA,21,F,ES,14,3,9,26,0,IT,1170,0
 GRANADA,21,F,ES,34,3,10,23,0,DE,1300,0
 GRANADA,21,F,ES,31,3,9,48,0,IT,1170,0
 LA-CORU,21,M,ES,380,3,5,30,0,EN,650,0
 LA-CORU,21,M,ES,581,3,10. Mai,58,0,FR,1300,0
 LA-CORU,21,F,ES,813,3,Aug-75,60,0,EN,1137.5,0
 MADRID0,21,M,ES,52,3,Aug-75,60,0,EN,1137.5,0
 HUELVA0,21,M,ES,144,3,08. Mai,60,0,EN,1105,0
 MADRID0,21,F,ES,226,3,08. Mai,60,0,EN,1105,0
 MADRID0,21,M,ES,34,3,04. Mai,30,0,IT,585,0
 MADRID0,21,M,ES,38,3,4,30,0,FR,520,0
 MADRID0,21,F,ES,38,3,Jul-75,60,0,EN,1007.5,0
 MADRID0,21,M,ES,38,3,Mrz 75,30,0,FR,487.5,0
 LA-CORU,21,M,ES,314,3,4,22,0,EN,520,0
  JAEN01,21,M,ES,522,3,0,5,0,EN,0,900
 LLEIDA0,21,M,ES,140,4,0,20,0,ES,0,1050
 LLEIDA0,21,M,ES,729,3,0,24,0,FR,0,1500
 LLEIDA0,21,M,ES,723,3,0,30,0,EN,0,1275
 MADRID0,21,M,ES,38,4,Mrz 75,30,0,FR,487.5,0
 MADRID0,21,F,ES,38,3,03. Mai,30,0,FR,455,0
 MADRID0,21,M,ES,34,3,Mrz 75,30,0,EN,487.5,0
 HUELVA0,21,F,ES,311,3,Okt 25,51,0,IT,1332.5,0
 HUELVA0,21,M,ES,340,3,Sep-25,57,0,EN,1202.5,0
 HUELVA0,21,M,ES,380,2,12,64,0,IT,1560,0
 HUELVA0,21,F,ES,222,2,Aug-25,65,0,EN,1072.5,0
 LAS-PAL,21,M,ES,211,2,0,0,0,IT,0,600
 LAS-PAL,21,M,ES,219,2,0,0,0,IT,0,600
 LA-CORU,21,F,ES,222,2,10. Mai,60,0,EN,1300,0
 LA-CORU,21,F,ES,421,3,Sep-25,60,0,PT,1202.5,0
 LA-CORU,21,M,ES,581,3,09. Mai,28,0,IT,1235,0
 LA-CORU,21,M,ES,581,3,Okt 25,58,0,IT,1300,0
 LA-CORU,21,F,ES,222,3,Okt 25,57,0,EN,1502.5,0
 LA-CORU,21,F,ES,723,2,03. Mai,16,0,EN,455,0
 CIUDA-R,21,F,ES,14,3,5,42,0,EN,650,0
 CIUDA-R,21,F,ES,14,3,Mrz 75,30,0,PT,487.5,0
 CIUDA-R,21,M,ES,481,2,9,60,0,EN,1170,0
 CIUDA-R,21,M,ES,21,4,04. Mai,27,0,IT,585,0
 CORDOBA,21,F,ES,721,3,9,81,0,EN,1170,0
 CORDOBA,21,M,ES,38,3,10,47,0,IT,1300,0
 CIUDA-R,21,F,ES,14,2,Mai 75,30,0,IT,747.5,0
 CIUDA-R,21,F,ES,222,3,9,30,0,EN,1170,0
 CIUDA-R,21,F,ES,481,3,9,30,0,EN,1170,0
 CIUDA-R,21,M,ES,443,3,9,36,0,EN,1170,0
 CIUDA-R,21,F,ES,14,3,Aug-75,60,0,EN,1137.5,0
 CIUDA-R,21,F,ES,762,3,5,12,0,EN,650,0
 CADIZ01,21,F,ES,522,4,Okt 25,34,0,DE,1332.5,0
 CADIZ01,21,F,ES,38,4,09. Mai,52,0,IT,1235,0
 CORDOBA,21,M,ES,222,3,Sep-75,48,0,IT,1267.5,0
 CORDOBA,21,M,ES,64,3,9,59,0,EN,1170,0
 CORDOBA,21,M,ES,345,2,Aug-75,36,0,EN,1137.5,0
 GRANADA,21,M,ES,212,3,09. Mai,43,0,DE,1235,0
 GRANADA,21,M,ES,212,2,08. Mai,46,0,IT,1105,0
 GRANADA,21,F,ES,212,3,Okt 25,37,0,EN,1332.25,0
 GRANADA,21,F,ES,727,3,9,53,0,IT,1170,0
 GRANADA,21,F,ES,34,3,9,60,0,EN,1170,0
 GRANADA,21,F,ES,311,2,9,56,0,DA,1170,0
 GRANADA,21,F,ES,461,3,10,45,0,IT,1300,0
 GRANADA,21,F,unknown,223,1,9,48,0,FR,1170,0
 GRANADA,21,F,NO,38,2,10,38,0,EN,1300,0
 GRANADA,21,M,ES,581,3,10,90,0,IT,1300,0
 GRANADA,21,F,unknown,223,2,9,48,0,FR,1170,0
  LEON01,21,F,ES,34,3,10,48,0,DE,1300,0
 GRANADA,21,F,ES,34,3,9,58,0,IT,1170,0
 BARCELO,21,F,ES,214,2,4,29,0,FR,520,0
 BARCELO,21,F,ES,214,2,4,29,0,IT,520,0
 BARCELO,21,F,ES,214,2,4,29,0,IT,520,0
 BARCELO,21,F,ES,214,2,4,29,0,IT,520,0
 BARCELO,21,F,ES,214,2,4,29,0,IT,520,0
 BARCELO,21,F,ES,723,3,Mrz 25,18,0,IT,422.5,0
 CADIZ01,21,M,ES,582,3,Sep-25,33,0,FR,1202.5,0
 CADIZ01,21,M,ES,223,4,Aug-75,58,0,EN,1137.5,0
 CADIZ01,21,M,ES,223,4,Aug-75,58,0,EN,1137.5,0
 CADIZ01,21,M,ES,723,4,Mai 25,36,0,EN,682.5,0
 CADIZ01,21,F,ES,223,3,9,54,0,EN,1170,0
 CADIZ01,21,M,ES,840,3,6,18,0,EN,780,0
 CASTELL,21,F,ES,222,3,Apr-75,33,0,EN,617.5,0
 CADIZ01,21,F,ES,34,4,10. Mai,49,0,DE,1365,0
 CADIZ01,21,F,ES,223,3,9,54,0,EN,1170,0
 CADIZ01,21,M,ES,34,4,Nov-25,42,0,SL,1632.5,0
 CADIZ01,21,M,ES,521,3,9,30,0,FR,1170,0
 BILBAO0,21,M,ES,441,3,10,48,0,FR,1300,0
 BILBAO0,21,M,ES,225,3,12,60,0,EN,1560,0
 BILBAO0,21,F,ES,581,4,10,49,0,IT,1300,0
 BILBAO0,21,F,ES,340,3,Apr-75,30,0,EN,617.5,0
 BILBAO0,21,F,ES,340,3,Mai 25,30,0,EN,682.5,0
 BILBAO0,21,F,ES,813,4,10,42,0,IT,1300,0
 BILBAO0,21,F,ES,340,3,10,54,0,PT,1300,0
 BILBAO0,21,F,ES,213,3,9,50,0,PT,1170,0
 BILBAO0,21,M,ES,581,4,9,48,0,FR,1170,0
 BILBAO0,21,F,ES,340,3,4,24,0,EN,520,0
 BILBAO0,21,F,ES,340,3,5,30,0,DE,650,0
 BILBAO0,21,M,ES,38,3,Mai 25,30,0,EN,682.5,0
 CADIZ01,21,F,ES,1,4,04. Mai,15,0,SV,585,0
 CADIZ01,21,M,ES,442,4,Okt 25,54,0,IT,1332.5,0
 CADIZ01,21,F,ES,442,4,9,48,0,IT,1170,0
 BILBAO0,21,F,ES,340,4,10,60,0,EN,1300,0
 BILBAO0,21,M,ES,223,4,9,63,0,FR,1170,0
 BILBAO0,21,F,ES,140,3,5,32,0,PT,650,0
 BILBAO0,21,M,ES,340,4,10,52,0,IT,1300,0
 BILBAO0,21,F,ES,222,3,10,46,0,DE,1300,0
 BILBAO0,21,F,ES,34,3,9,50,0,FR,1170,0
 BILBAO0,21,F,ES,223,3,6,54,0,IT,780,0
 BILBAO0,21,F,ES,34,4,10,52,0,FR,1300,0
 BILBAO0,21,F,ES,340,3,5,30,0,EN,650,0
 BILBAO0,21,M,ES,340,3,Mai 25,30,0,EN,682.5,0
 BILBAO0,21,M,ES,340,3,Mrz 25,27,0,EN,422.5,0
 BILBAO0,21,M,ES,340,3,Mai 25,30,0,EN,682.5,0
 BILBAO0,21,M,ES,481,3,Apr-75,30,0,EN,617.5,0
 CIUDA-R,21,M,ES,222,2,08. Mai,72,0,EN,1105,0
 CORDOBA,21,M,ES,723,3,4,30,0,EN,520,0
 CORDOBA,21,M,ES,349,3,9,66,0,EN,1170,0
 CIUDA-R,21,F,ES,14,3,0,0,0,EN,0,900
 CIUDA-R,21,F,ES,723,3,0,0,0,PT,0,900
 CIUDA-R,21,F,ES,14,3,0,24,0,EN,0,900
 BARCELO,21,F,ES,421,2,0,24,0,EN,0,1800
 BARCELO,21,F,unknown,42,2,0,24,0,EN,0,1575
 BARCELO,21,M,ES,226,2,5,40,0,EN,650,0
 BARCELO,21,F,unknown,313,2,04. Mai,25,0,EN,585,0
 BARCELO,21,M,ES,440,2,Okt 25,36,0,PT,1332.5,0
 BARCELO,21,F,ES,31,2,Okt 25,45,0,EN,1332.5,0
 BARCELO,21,M,ES,222,1,08. Mai,50,0,EN,1105,0
 BARCELO,21,M,ES,212,2,11. Mai,36,0,IT,1495,0
 BARCELO,21,F,ES,421,2,04. Mai,30,0,EN,585,0
 BARCELO,21,M,ES,31,2,04. Mai,26,0,EN,585,0
 BARCELO,21,M,ES,311,2,Apr-75,20,0,EN,617.5,0
 BARCELO,21,F,ES,421,2,Apr-25,24,0,EN,552.5,0
 BARCELO,21,M,ES,440,2,04. Mai,12,0,EN,585,0
 BARCELO,21,F,ES,311,2,Apr-75,12,0,DE,617.5,0
 BARCELO,21,F,ES,311,2,4,12,0,IT,520,0
 BARCELO,21,M,ES,140,2,Apr-75,30,0,EN,617.5,0
 BARCELO,21,M,unknown,421,2,04. Mai,24,0,FR,585,0
 BARCELO,21,M,ES,31,2,Apr-75,26,0,EN,617.5,0
 BARCELO,21,M,ES,31,2,Mai 25,25,0,EN,682.5,0
 BARCELO,21,M,ES,222,2,Apr-25,24,0,IT,552.5,0
 BARCELO,21,F,ES,211,2,04. Mai,30,0,FR,585,0
 BARCELO,21,F,ES,140,2,Mai 25,25,0,EN,810,0
 BARCELO,21,F,ES,31,2,Apr-75,32,0,IT,617.5,0
 BARCELO,21,F,ES,421,2,Mai 75,24,0,EN,747.5,0
 BARCELO,21,F,ES,140,2,5,26,0,EN,650,0
 BARCELO,21,M,ES,762,2,5,20,0,EN,650,0
 BARCELO,21,F,ES,311,2,Apr-75,24,0,IT,617.5,0
 BARCELO,21,M,ES,34,1,09. Mai,45,0,EN,1235,0
 BARCELO,21,F,ES,311,2,Mai 25,18,0,IT,682.5,0
 BARCELO,21,F,ES,421,2,Apr-75,24,0,EN,617.5,0
 BARCELO,21,M,ES,312,3,Mai 25,30,0,EN,682.5,0
 BARCELO,21,F,unknown,582,4,5,24,0,FR,650,0
 BARCELO,21,M,ES,521,4,5,24,0,EN,650,0
 BARCELO,21,F,ES,520,4,5,12,0,FR,650,0
 BARCELO,21,M,ES,525,4,6,1,0,DE,780,0
 BARCELO,21,F,ES,520,4,5,30,0,EN,650,0
 BARCELO,21,M,ES,522,4,11,60,0,EN,1430,0
 BARCELO,21,F,ES,581,4,10,75,0,FR,1300,0
 BARCELO,21,M,ES,581,4,10,1,0,FR,1300,0
 BARCELO,21,F,ES,32,3,08. Mai,41,0,EN,1105,0
 BARCELO,21,F,ES,342,3,05. Mai,30,0,IT,715,0
 BARCELO,21,F,ES,38,3,05. Mai,16,0,IT,715,0
 BARCELO,21,F,ES,313,3,Aug-75,30,0,EN,1137.5,0
 BARCELO,21,M,ES,522,1,0,22,0,EN,0,975
 CASTELL,21,F,ES,32,3,Sep-25,42,0,PT,1202.5,0
 CASTELL,21,M,ES,222,3,Mai 25,27,0,EN,682.5,0
 CASTELL,21,M,ES,38,3,9,73,0,EN,1170,0
 CASTELL,21,M,ES,214,3,Okt 25,37,0,EN,1332.5,0
 CASTELL,21,M,ES,32,3,10. Mai,36,0,PT,1365,0
 BILBAO0,21,M,ES,14,3,5,36,0,IT,650,0
 BILBAO0,21,F,ES,340,3,9,68,0,EN,1170,0
 BILBAO0,21,M,ES,226,4,10,38,0,EN,1300,0
 BILBAO0,21,F,ES,723,1,3,30,0,PT,390,0
 CADIZ01,21,F,ES,34,4,Sep-75,49,0,EN,1267.5,0
 BILBAO0,21,M,ES,520,3,Mai 25,30,0,EN,682.5,0
 BILBAO0,21,F,ES,540,3,4,30,0,EN,520,0
 BILBAO0,21,F,ES,340,4,Mrz 25,24,0,EN,422.5,0
 BILBAO0,21,F,ES,340,4,Apr-75,25,0,EN,617.5,0
 BILBAO0,21,F,ES,340,3,10,28,0,EN,1300,0
 BILBAO0,21,F,ES,38,3,Mai 75,30,0,PT,747.5,0
 BILBAO0,21,M,ES,340,3,Apr-25,30,0,EN,552.5,0
 BILBAO0,21,F,ES,340,3,Mrz 75,36,0,EN,487.5,0
 BILBAO0,21,F,ES,340,3,Apr-75,25,0,EN,617.5,0
 BILBAO0,21,F,ES,38,4,Mai 75,34,0,EN,747.5,0
 BILBAO0,21,M,ES,340,3,04. Mai,33,0,EN,585,0
 BILBAO0,21,F,ES,340,3,04. Mai,30,0,FR,585,0
 BILBAO0,21,F,ES,340,3,Mrz 25,27,0,FR,422.5,0
 CADIZ01,21,M,ES,34,3,04. Mai,30,0,EN,585,0
 BILBAO0,21,M,ES,340,3,10,56,0,EN,1300,0
 BILBAO0,21,M,ES,523,4,6,30,0,DE,780,0
 BILBAO0,21,F,ES,723,1,4,30,0,EN,520,0
 BILBAO0,21,M,ES,441,3,6,30,0,IT,780,0
 BILBAO0,21,M,ES,314,4,9,41,0,DE,1170,0
 BILBAO0,21,F,ES,461,4,9,60,0,EN,1170,0
 BILBAO0,21,F,ES,38,3,05. Mai,30,0,EN,715,0
 BILBAO0,21,F,ES,523,3,Mai 25,29,0,EN,682.5,0
 BILBAO0,21,M,ES,523,3,4,30,0,EN,520,0
 BILBAO0,21,M,ES,149,2,04. Mai,30,0,IT,585,0
 BILBAO0,21,M,ES,340,3,Apr-25,32,0,EN,552.5,0
 BILBAO0,21,F,ES,340,3,03. Mai,30,0,EN,455,0
 CORDOBA,21,F,ES,349,3,Aug-75,56,0,EN,1137.5,0
 CORDOBA,21,F,ES,721,3,9,70,0,FR,1170,0
 CIUDA-R,21,F,ES,14,3,0,24,0,EN,0,975
 CIUDA-R,21,M,ES,38,3,9,44,0,EN,1170,0
 CIUDA-R,21,F,ES,38,5,9,53,0,PT,1170,0
 CIUDA-R,21,F,ES,21,4,9,45,0,EN,1170,0
 CIUDA-R,21,F,ES,521,3,9,54,0,FR,1170,0
 CIUDA-R,21,M,ES,38,5,9,51,0,EN,1170,0
 CIUDA-R,21,F,ES,314,3,Apr-75,30,0,IT,617.5,0
 CIUDA-R,21,F,ES,222,3,9,30,0,EN,1170,0
 CIUDA-R,21,F,ES,21,4,9,56,0,EN,1170,0
 BARCELO,21,F,ES,380,1,5,24,0,EN,650,0
 BARCELO,21,M,ES,31,2,05. Mai,30,0,EN,715,0
 BARCELO,21,F,ES,421,2,Mai 75,24,0,EN,747.5,0
 BARCELO,21,F,ES,421,2,04. Mai,30,0,EN,585,0
 BARCELO,21,F,ES,34,2,4,26,0,EN,520,0
 BARCELO,21,M,ES,31,2,Mai 25,30,0,EN,682.5,0
 BARCELO,21,F,ES,1,1,10. Mai,62,0,EN,1365,0
 BARCELO,21,F,ES,311,2,Apr-75,18,0,IT,617.5,0
 BARCELO,21,F,ES,211,2,Apr-75,30,0,FR,617.5,0
 BARCELO,21,F,ES,212,2,Apr-75,34,0,IT,617.5,0
 BARCELO,21,M,ES,442,2,5,23,0,EN,650,0
 BARCELO,21,F,ES,225,2,04. Mai,18,0,IT,585,0
 BARCELO,21,F,ES,311,2,04. Mai,12,0,IT,585,0
 BARCELO,21,F,ES,311,2,5,15,0,EN,650,0
 BARCELO,21,M,ES,313,2,04. Mai,17,0,EN,585,0
 BARCELO,21,M,ES,226,2,09. Mai,35,0,EN,1235,0
 BARCELO,21,F,ES,140,2,04. Mai,30,0,EN,585,0
 BARCELO,21,M,ES,31,2,Sep-75,48,0,DE,1267.5,0
 BARCELO,21,F,ES,225,2,10. Mai,30,0,DE,1365,0
 BARCELO,21,F,ES,31,1,Mai 25,30,0,PT,682.5,0
 BARCELO,21,F,ES,421,2,5,24,0,EN,650,0
 BARCELO,21,M,ES,211,2,Mai 25,30,0,EN,682.5,0
 BARCELO,21,F,ES,31,2,4,30,0,EN,520,0
 BARCELO,21,F,ES,421,2,03. Mai,24,0,EN,455,0
 BARCELO,21,M,ES,520,4,6,24,0,EN,780,0
 BARCELO,21,M,ES,521,4,6,30,0,DE,780,0
 BARCELO,21,M,ES,523,4,5,27,0,EN,650,0
 BARCELO,21,M,ES,521,4,6,1,0,DE,780,0
 BARCELO,21,F,ES,524,4,5,24,0,EN,650,0
 BARCELO,21,M,ES,481,3,5,1,0,EN,650,0
 BARCELO,21,F,ES,520,4,5,24,0,FR,650,0
 BARCELO,21,M,ES,582,4,10,1,0,FR,1300,0
 BARCELO,21,F,ES,524,4,11,60,0,DE,1430,0
 BARCELO,21,M,ES,582,4,10,1,0,EN,1300,0
 BARCELO,21,M,ES,521,4,4,30,0,EN,520,0
 BARCELO,21,M,ES,520,4,10,59,0,DE,1300,0
 BARCELO,21,F,ES,314,3,4,24,0,EN,520,0
 BARCELO,21,M,ES,314,3,04. Mai,25,0,EN,585,0
 BARCELO,21,F,ES,34,3,Apr-25,30,0,EN,552.5,0
 BARCELO,21,F,ES,314,3,07. Mai,40,0,EN,975,0
 BARCELO,21,F,ES,38,3,Apr-25,24,0,EN,552.5,0
 BARCELO,21,M,ES,314,3,04. Mai,15,0,EN,585,0
 BARCELO,21,F,ES,52,3,Mai 75,20,0,EN,747.5,0
 BARCELO,21,F,ES,223,1,Mrz 75,16,0,DE,487.5,0
