City,AGE,Gender,Nationality,Subject_Area,Years_Higher_Education,Duration_Abroad,ECTS_Anticipated,Special_Needs,Language_Taught,Study_Grant,Placement_Grant
 MADRID1,22,M,ES,52,4,9,60,0,FR,1170,0
 MADRID1,22,F,ES,52,4,9,60,0,FR,1170,0
 MADRID1,22,M,ES,52,4,5,30,0,DE,650,0
E  VIC01,22,F,ES,342,4,09. Mai,41,0,EN,1235,0
E  VIC01,22,F,ES,214,4,4,21,0,EN,520,0
E  VIC01,22,F,ES,32,4,03. Mai,30,0,EN,455,0
E  VIC01,22,F,ES,813,3,Aug-75,29,0,EN,1137.5,0
E  VIC01,22,F,ES,443,4,05. Mai,30,0,EN,715,0
E  VIC01,22,F,ES,723,3,Mrz 25,17,0,IT,422.5,0
E  VIC01,22,M,ES,421,4,0,6,0,EN,0,900
E  VIC01,22,M,ES,143,2,10,29,0,EN,1470,0
 BARCELO,22,F,ES,421,5,0,8,0,IT,0,900
 BARCELO,22,F,ES,421,1,,,,,,
 MADRID1,22,M,ES,340,4,Aug-75,60,0,EN,1137.5,0
 MADRID1,22,M,ES,340,3,Okt 25,60,0,EN,1332.5,0
 MADRID1,22,M,ES,342,3,9,60,0,EN,1170,0
 MADRID1,22,F,ES,340,3,Jul-75,60,0,EN,1007.5,0
 MADRID1,22,M,ES,340,3,10. Mai,60,0,EN,1365,0
 ALCAL-H,22,M,ES,340,4,9,60,0,DE,1170,0
 ALCAL-H,22,M,PT,72,3,9,60,0,FR,1170,0
 ALCAL-H,22,F,ES,58,3,10,60,0,EN,1470,0
 ALCAL-H,22,F,ES,723,3,Mai 25,60,0,IT,852.5,0
 MALAGA0,22,F,RO,222,2,08. Mai,44,0,FR,1105,0
 MALAGA0,22,M,ES,523,2,09. Mai,55,0,EN,1235,0
 MALAGA0,22,F,ES,34,1,Mai 25,47,0,EN,682.5,0
 MALAGA0,22,M,ES,38,1,Aug-25,90,0,EN,1072.5,0
 MALAGA0,22,F,ES,34,1,04. Mai,22,0,PT,585,0
 MALAGA0,22,M,ES,523,1,10,38,0,EN,1300,0
 BARCELO,22,M,ES,313,4,Apr-75,18,0,EN,617.5,0
 BARCELO,22,F,ES,226,4,Sep-75,30,0,PT,1267.5,0
 BARCELO,22,M,ES,723,3,Mrz 25,12,0,PT,422.5,0
 BARCELO,22,M,ES,421,4,Apr-75,28,0,PT,617.5,0
 BARCELO,22,F,ES,214,3,5,25,0,EN,650,0
 BARCELO,22,F,ES,214,3,Apr-75,20,0,EN,617.5,0
 BARCELO,22,F,ES,223,4,09. Mai,50,0,FR,1235,0
 BARCELO,22,F,ES,223,4,9,40,0,EN,1170,0
 MADRID2,22,F,ES,342,3,Apr-25,27,0,EN,552.5,0
 MALAGA0,22,F,ES,38,1,10. Mai,45,0,FR,1365,0
 BARCELO,22,F,ES,34,3,03. Mai,30,0,EN,455,0
 BARCELO,22,M,IT,34,1,3,30,0,EN,390,0
 MALAGA0,22,M,ES,345,1,Apr-75,25,0,DE,617.5,0
 OVIEDO0,22,F,ES,529,5,Apr-75,32,0,EN,617.5,0
 OVIEDO0,22,M,ES,72,4,09. Mai,75,0,EN,1235,0
 OVIEDO0,22,M,ES,812,6,9,67,0,EN,1170,0
 MALAGA0,22,F,ES,723,2,03. Mai,18,0,EN,455,0
 MALAGA0,22,F,ES,321,2,Mai 75,21,0,EN,747.5,0
 MALAGA0,22,F,ES,321,1,04. Mai,28,0,IT,585,0
 OVIEDO0,22,M,ES,52,4,9,39,0,EN,1170,0
 OVIEDO0,22,M,ES,523,4,Aug-75,60,0,EN,1137.5,0
 OVIEDO0,22,M,ES,222,7,10,72,0,DE,1300,0
 OVIEDO0,22,F,ES,38,4,9,49,0,DE,1170,0
 BARCELO,22,F,ES,340,4,03. Mai,32,0,FR,455,0
 BARCELO,22,M,ES,421,4,10,48,0,EN,0,0
 BARCELO,22,M,UK,223,3,Apr-25,22,0,FR,552.5,0
 BARCELO,22,M,ES,340,4,5,32,0,EN,650,0
 OVIEDO0,22,F,ES,529,4,Mrz 75,44,0,EN,487.5,0
 OVIEDO0,22,F,ES,34,5,Aug-75,60,0,EN,1137.5,0
 OVIEDO0,22,M,ES,223,4,9,67,0,EN,1170,0
 MONDRAG,22,F,ES,52,3,Sep-75,60,0,EN,1267.5,0
 MURCIA0,22,M,ES,521,3,Okt 25,16,0,EN,1332.5,0
 MURCIA0,22,F,ES,581,4,10,43,0,EN,1300,0
 MURCIA0,22,F,ES,589,3,12,6,0,EN,1560,0
 OVIEDO0,22,M,ES,38,5,0,24,0,EN,0,900
 OVIEDO0,22,F,ES,38,4,9,60,0,PT,1170,0
 OVIEDO0,22,M,ES,31,5,10,30,0,FR,1300,0
 OVIEDO0,22,M,ES,523,5,10,59,0,PT,1300,0
 BARCELO,22,M,ES,481,4,Sep-75,90,0,EN,1267.5,0
 BARCELO,22,F,ES,729,3,Okt 75,30,0,IT,1397.5,0
 BARCELO,22,M,ES,721,4,Nov-25,77,0,DE,1430,0
 BARCELO,22,F,ES,811,3,Apr-75,21,0,EN,617.5,0
 BARCELO,22,F,ES,223,4,4,24,0,FR,520,0
 BARCELO,22,F,ES,313,4,05. Mai,25,0,FR,715,0
 BARCELO,22,M,ES,311,4,5,18,0,IT,650,0
 BARCELO,22,F,FR,34,4,0,20,0,XX,0,1800
 PALMA01,22,M,PL,144,2,9,54,0,PL,1170,0
 PALMA01,22,F,ES,34,3,Apr-75,30,0,EN,617.5,0
 MADRID1,22,M,ES,34,4,0,12,0,EN,0,900
 MADRID1,22,M,ES,813,3,0,12,0,EN,0,900
 MADRID1,22,M,ES,143,1,0,12,0,DE,0,750
 MADRID0,22,F,ES,582,4,Sep-25,60,0,EN,1202.5,0
 MADRID0,22,M,ES,525,4,10,54,0,IT,1300,0
 MADRID0,22,F,ES,581,4,Sep-75,58,0,FR,1267.5,0
 MADRID0,22,M,ES,581,4,5,30,0,EN,650,0
 BARCELO,22,M,ES,223,2,10. Mai,44,0,DE,1365,0
 BARCELO,22,F,ES,421,4,Mai 25,28,0,IT,682.5,0
 BARCELO,22,F,ES,311,4,Apr-25,17,0,EN,552.5,0
 BADAJOZ,22,F,ES,3,4,0,10,0,EN,0,900
 MADRID1,22,F,ES,2,3,5,30,0,IT,650,0
 MADRID1,22,M,ES,38,5,9,60,0,EN,1170,0
 MADRID1,22,F,ES,62,4,5,30,0,FR,650,0
 MADRID1,22,F,ES,34,4,9,60,0,DE,1170,0
 MADRID1,22,M,ES,813,3,09. Mai,60,0,PT,1235,0
 MADRID2,22,M,ES,34,2,09. Mai,42,0,PT,1235,0
 MALAGA0,22,F,ES,222,1,Sep-75,47,0,EN,1437.5,0
 MALAGA0,22,M,ES,222,1,Apr-25,25,0,EN,552.5,0
 MALAGA0,22,M,ES,58,1,Sep-75,30,0,IT,1267.5,0
 MALAGA0,22,F,ES,34,1,04. Mai,30,0,EN,585,0
 MALAGA0,22,F,ES,311,1,Sep-25,59,0,IT,1202.5,0
 MADRID1,22,M,ES,340,3,9,60,0,EN,1170,0
 MADRID1,22,F,ES,342,4,04. Mai,30,0,EN,585,0
 BARCELO,22,F,ES,321,4,10,37,0,PT,1300,0
 BARCELO,22,M,ES,380,4,10. Mai,53,0,NO,1365,0
 BARCELO,22,M,ES,38,3,Mrz 75,30,0,EN,487.5,0
 BARCELO,22,M,ES,38,3,4,30,0,EN,520,0
 ALCAL-H,22,F,ES,58,3,9,60,0,IT,1170,0
 ALCAL-H,22,F,ES,72,4,9,60,0,EN,1170,0
 ALCAL-H,22,F,ES,340,4,9,60,0,DE,1170,0
 ALBACET,22,M,ES,541,2,0,22,0,IT,0,975
 ALBACET,22,F,ES,442,2,0,22,0,DE,0,900
 ALBACET,22,M,ES,442,2,0,22,0,FR,0,900
 BARCELO,22,F,ES,321,4,Okt 25,27,0,EN,1332.5,0
 MALAGA0,22,M,ES,321,1,Sep-25,32,0,IT,1202.5,0
 MALAGA0,22,M,ES,211,1,Aug-75,62,0,EN,1137.5,0
 MALAGA0,22,F,ES,34,1,Okt 25,42,0,EN,1332.5,0
 MALAGA0,22,M,ES,520,4,0,16,0,EN,0,900
 MALAGA0,22,M,ES,721,1,09. Mai,67,0,EN,1235,0
 MALAGA0,22,M,ES,223,1,9,54,0,EN,1170,0
 MADRID1,22,M,ES,481,2,0,15,0,EN,0,825
 MADRID2,22,M,ES,52,4,Sep-75,44,0,DE,1267.5,0
 MADRID2,22,F,unknown,34,4,05. Mai,30,0,EN,715,0
 MALAGA0,22,F,ES,521,1,10. Mai,42,0,EN,1365,0
 MALAGA0,22,M,ES,443,1,10,6,0,FR,1300,0
 MALAGA0,22,M,ES,461,1,Mrz 25,21,0,FR,422.5,0
 MONDRAG,22,F,ES,340,2,4,30,0,EN,520,0
 MONDRAG,22,F,ES,340,4,04. Mai,30,0,EN,585,0
 OVIEDO0,22,F,ES,543,5,9,63,0,PT,1170,0
 OVIEDO0,22,M,ES,523,9,9,59,0,EN,1170,0
 OVIEDO0,22,M,ES,38,5,Sep-25,69,0,EN,1202.5,0
 OVIEDO0,22,M,ES,38,5,9,67,0,EN,1170,0
 OVIEDO0,22,M,ES,529,5,Sep-75,73,0,FR,1267.5,0
 OVIEDO0,22,M,ES,421,5,08. Mai,67,0,EN,1105,0
 MADRID9,22,F,ES,761,1,0,22,0,IT,0,825
 MADRID9,22,M,ES,48,1,0,0,0,EN,0,675
 MADRID9,22,F,ES,346,1,0,0,0,EN,0,750
 MADRID9,22,M,ES,481,1,0,0,0,EN,0,825
 MONDRAG,22,M,ES,52,5,Apr-75,30,0,EN,617.5,0
 MALAGA0,22,M,ES,345,1,Sep-25,39,0,EN,1202.5,0
 MALAGA0,22,M,ES,523,1,Okt 75,24,0,EN,1610,0
 MALAGA0,22,F,ES,314,1,Nov-25,30,0,EN,1590,0
 OVIEDO0,22,M,ES,443,4,9,64,0,EN,1170,0
 OVIEDO0,22,M,ES,38,5,Sep-75,57,0,EN,1267.5,0
 OVIEDO0,22,M,ES,582,4,10,72,0,DE,1300,0
 OVIEDO0,22,M,ES,140,4,6,6,0,EN,780,0
 OVIEDO0,22,F,ES,521,5,10,57,0,FR,1300,0
 OVIEDO0,22,M,ES,223,4,9,60,0,EN,1170,0
 OVIEDO0,22,F,ES,34,4,Aug-25,60,0,EN,1072.5,0
 OVIEDO0,22,F,ES,222,4,9,60,0,IT,1170,0
 MURCIA0,22,F,ES,721,4,09. Mai,90,0,IT,1235,0
 MURCIA0,22,M,ES,344,4,09. Mai,50,0,EN,1235,0
 MURCIA0,22,M,ES,38,3,10,60,0,IT,1300,0
 MURCIA0,22,F,ES,344,4,08. Mai,90,0,EN,1105,0
 PONTEVE,22,M,ES,812,1,0,22,0,EN,0,750
 PONTEVE,22,F,ES,99,1,3,0,0,EN,390,0
 SALAMAN,22,M,ES,727,4,6,30,0,FR,780,0
 SALAMAN,22,M,ES,727,4,9,60,0,PT,1170,0
 SALAMAN,22,F,ES,727,4,6,30,0,CS,780,0
 SALAMAN,22,F,ES,226,3,9,60,0,IT,1170,0
 SALAMAN,22,M,ES,226,2,9,60,0,DA,1170,0
 SALAMAN,22,M,ES,52,4,9,60,0,NL,1170,0
 MADRID0,22,F,ES,581,4,10,48,0,FR,1300,0
 MADRID0,22,F,ES,525,4,10,54,0,DE,1300,0
 MADRID2,22,F,ES,34,3,Mrz 75,33,0,EN,487.5,0
 MADRID2,22,M,ES,34,4,04. Mai,39,0,EN,585,0
 MADRID2,22,F,ES,34,4,Sep-75,64,0,EN,1267.5,0
 MADRID2,22,F,ES,34,4,09. Mai,54,0,EN,1235,0
 MADRID2,22,M,ES,811,3,10. Mai,49,0,IT,1365,0
 MADRID2,22,M,ES,34,2,9,45,0,EN,1170,0
 MADRID2,22,F,ES,214,3,Mai 25,30,0,IT,682.5,0
 ALCAL-H,22,M,ES,58,3,9,60,0,IT,1170,0
 ALCAL-H,22,F,ES,421,3,5,60,0,DE,650,0
 ALCAL-H,22,F,ES,72,3,5,60,0,FR,650,0
 ALCAL-H,22,M,ES,340,3,9,60,0,DE,1170,0
 MALAGA0,22,M,ES,523,1,Okt 25,34,0,EN,1502.5,0
 MALAGA0,22,F,ES,223,1,Aug-75,23,0,EN,1137.5,0
 ALCAL-H,22,F,ES,34,4,0,15,0,EN,0,1350
 BARCELO,22,M,ES,38,4,04. Mai,30,0,EN,585,0
 BARCELO,22,M,ES,38,4,Mrz 75,30,0,EN,487.5,0
 BARCELO,22,M,ES,38,4,Mrz 75,30,0,EN,487.5,0
 BARCELO,22,M,ES,38,4,05. Mai,30,0,EN,715,0
 BARCELO,22,F,ES,311,3,3,30,0,EN,390,0
 BARCELO,22,F,ES,311,3,Apr-75,20,0,FR,617.5,0
 MADRID2,22,F,ES,34,4,9,42,0,EN,1170,0
 BARCELO,22,M,ES,225,3,04. Mai,18,0,EL,585,0
 BARCELO,22,F,ES,723,3,3,12,0,FI,390,0
 BARCELO,22,F,PL,225,3,Okt 25,42,0,PL,1332.5,0
 BARCELO,22,F,ES,311,4,10,41,0,IT,1300,0
 MADRID1,22,F,ES,214,2,Apr-75,31,0,EN,617.5,0
 MADRID1,22,F,ES,813,1,0,22,0,EN,0,750
 MALAGA0,22,F,ES,223,1,Sep-25,23,0,EN,1202.5,0
 MALAGA0,22,M,ES,321,1,Jun-25,23,0,PT,812.5,0
 MALAGA0,22,F,ES,721,1,Sep-25,75,0,EN,1202.5,0
 MADRID2,22,F,unknown,34,4,05. Mai,30,0,EN,715,0
 MADRID2,22,M,ES,212,3,4,19,0,EN,520,0
 ALCAL-H,22,F,ES,723,4,Mai 25,60,0,IT,852.5,0
 ALCAL-H,22,F,ES,58,3,9,60,0,EN,1170,0
 ALCAL-H,22,F,ES,340,2,9,60,0,DE,1170,0
 MURCIA0,22,M,ES,721,4,09. Mai,90,0,PT,1235,0
 MURCIA0,22,M,ES,813,2,9,60,0,pt,1170,0
 MURCIA0,22,M,ES,813,2,Sep-75,50,0,it,1267.5,0
 MURCIA0,22,M,ES,813,3,09. Mai,54,0,it,1235,0
 MURCIA0,22,M,ES,813,1,10,38,0,it,1300,0
 OVIEDO0,22,M,ES,623,4,Mrz 75,44,0,EN,487.5,0
 OVIEDO0,22,F,ES,222,4,9,60,0,EN,1170,0
 MURCIA0,22,F,ES,144,4,Sep-75,39,0,FR,1267.5,0
 MURCIA0,22,F,ES,721,2,09. Mai,90,0,EN,1235,0
 OVIEDO0,22,M,ES,443,5,9,44,0,FR,1170,0
 OVIEDO0,22,F,ES,721,4,9,51,0,DE,1170,0
 MALAGA0,22,F,ES,34,1,Sep-25,38,0,EN,1202.5,0
 MALAGA0,22,M,ES,34,1,Apr-75,20,0,EN,617.5,0
 MALAGA0,22,M,ES,34,2,5,27,0,EN,650,0
 BARCELO,22,F,ES,380,4,Mai 25,18,0,EN,682.5,0
 BARCELO,22,F,ES,149,3,05. Mai,22,0,PT,715,0
 OVIEDO0,22,F,ES,222,9,10,60,0,EN,1300,0
 OVIEDO0,22,F,ES,222,4,09. Mai,43,0,PT,1235,0
 OVIEDO0,22,F,ES,345,4,3,12,0,EN,390,0
 MURCIA0,22,M,ES,721,1,Aug-75,90,0,IT,1137.5,0
 OVIEDO0,22,M,ES,443,4,9,45,0,EN,1170,0
 OVIEDO0,22,F,ES,311,4,9,58,0,FR,1170,0
 OVIEDO0,22,F,ES,421,4,9,55,0,EN,1170,0
 SALAMAN,22,M,ES,52,4,9,60,0,PL,1170,0
 SALAMAN,22,M,ES,521,2,9,60,0,PL,1170,0
 SALAMAN,22,M,ES,521,2,9,60,0,PT,1170,0
 SALAMAN,22,M,ES,521,2,9,60,0,PL,1170,0
 SALAMAN,22,M,ES,521,2,9,60,0,PT,1170,0
 SALAMAN,22,M,ES,582,2,9,60,0,PT,1170,0
 SALAMAN,22,M,ES,582,2,9,60,0,PT,1170,0
 SALAMAN,22,M,ES,529,2,Apr-75,30,0,PL,617.5,0
 SANTAND,22,M,ES,582,3,09. Mai,72,0,IT,1235,0
 MADRID1,22,M,ES,313,4,5,30,0,NL,650,0
 MADRID1,22,M,ES,34,6,Apr-75,30,0,IT,617.5,0
 MADRID1,22,F,ES,529,5,Sep-25,60,0,FI,1202.5,0
 MADRID1,22,M,ES,340,3,0,12,0,DE,0,1800
 MADRID1,22,M,ES,212,2,Aug-75,90,0,EN,1137.5,0
 ALCAL-H,22,F,ES,422,3,9,60,0,EN,1170,0
 ALCAL-H,22,F,ES,58,3,9,60,0,DE,1170,0
 BARCELO,22,F,unknown,34,1,Mrz 75,30,0,EN,487.5,0
 BARCELO,22,F,FR,34,1,Mrz 25,30,0,EN,422.5,0
 BARCELO,22,F,CH,34,1,12,60,0,EN,1560,0
 BADAJOZ,22,M,ES,214,4,10,60,0,PT,1300,0
 BADAJOZ,22,F,ES,581,3,10,60,0,EN,1300,0
 MADRID2,22,F,ES,34,4,Mai 25,37,0,EN,682.5,0
 MADRID2,22,M,ES,811,3,9,31,0,EN,1170,0
 MADRID2,22,M,ES,1,3,Apr-25,32,0,EN,552.5,0
 MADRID2,22,F,ES,811,3,10,30,0,EN,1300,0
 MADRID2,22,M,ES,34,3,Apr-25,30,0,EN,552.5,0
 MADRID2,22,F,ES,32,3,04. Mai,33,0,IT,585,0
 BARCELO,22,M,ES,421,1,0,30,0,EN,0,1500
 BARCELO,22,F,ES,421,5,0,8,0,EN,0,1350
 ALBACET,22,F,ES,769,2,0,22,0,EN,0,900
 ALBACET,22,F,ES,349,2,0,0,0,EN,0,720
 ALBACET,22,M,ES,489,2,0,0,0,EN,0,720
 ALBACET,22,M,ES,523,2,0,0,0,EN,0,900
 ALCAL-H,22,M,ES,58,3,9,60,0,FR,1170,0
 ALCAL-H,22,F,ES,72,3,5,60,0,IT,650,0
 ALCAL-H,22,F,ES,421,4,5,60,0,EN,650,0
 MADRID1,22,F,ES,725,2,0,12,0,IT,0,900
 MADRID1,22,M,ES,769,1,0,0,0,PT,0,900
 MADRID1,22,M,ES,525,2,0,22,0,EN,0,750
 MADRID1,22,M,ES,213,2,0,0,0,DE,0,825
 MADRID1,22,M,ES,146,1,0,0,0,EN,0,750
 BARCELO,22,F,ES,225,3,6,18,0,IT,0,0
 BARCELO,22,M,ES,443,4,Apr-25,16,0,IS,552.5,0
 BARCELO,22,F,ES,311,4,5,18,0,IT,650,0
 BARCELO,22,M,ES,225,2,10. Mai,54,0,IT,1365,0
 BARCELO,22,F,ES,340,4,5,34,0,EN,650,0
 BARCELO,22,F,IT,313,2,Sep-25,58,0,TR,1202.5,0
 BARCELO,22,F,ES,311,4,Mai 25,18,0,IT,682.5,0
 MALAGA0,22,F,ES,211,1,09. Mai,64,0,EN,1235,0
 MALAGA0,22,F,ES,214,1,04. Mai,11,0,PT,585,0
 BARCELO,22,F,ES,223,3,04. Mai,24,0,DE,585,0
 BARCELO,22,F,ES,223,4,Okt 25,42,0,IT,1332.5,0
 OVIEDO0,22,F,ES,34,1,0,0,0,IT,0,1800
 OVIEDO0,22,F,ES,222,5,9,63,0,IT,1170,0
 OVIEDO0,22,F,ES,311,5,10,36,0,EN,1300,0
 OVIEDO0,22,M,ES,223,5,9,67,0,EN,1170,0
 OVIEDO0,22,M,ES,380,5,Aug-25,78,0,EN,1072.5,0
 OVIEDO0,22,M,ES,582,5,10,54,0,DE,1300,0
 BARCELO,22,F,ES,721,4,Mrz 75,47,0,EN,487.5,0
 BARCELO,22,F,ES,340,4,09. Mai,54,0,EN,1235,0
 BARCELO,22,F,ES,321,4,Mrz 75,30,0,EN,487.5,0
 BARCELO,22,F,ES,723,3,Mrz 25,21,0,IT,422.5,0
 BARCELO,22,M,ES,314,4,Sep-75,49,0,EN,1267.5,0
 BARCELO,22,F,ES,321,3,Mai 25,18,0,FR,682.5,0
 BARCELO,22,M,ES,321,4,Mai 75,31,0,PT,917.5,0
 BARCELO,22,F,ES,723,3,Mrz 25,12,0,ET,422.5,0
 BARCELO,22,F,ES,149,3,05. Mai,30,0,IT,715,0
 OVIEDO0,22,M,ES,314,4,5,36,0,PT,650,0
 OVIEDO0,22,F,ES,421,5,9,61,0,DE,1170,0
 OVIEDO0,22,M,ES,582,4,08. Mai,60,0,EN,1105,0
 OVIEDO0,22,M,ES,342,4,Aug-75,74,0,EN,1137.5,0
 OVIEDO0,22,M,ES,524,5,09. Mai,85,0,DE,1235,0
 OVIEDO0,22,M,ES,222,4,04. Mai,39,0,EN,585,0
 MALAGA0,22,F,ES,34,2,4,19,0,EN,520,0
 MALAGA0,22,M,ES,34,1,9,29,0,EN,1170,0
 MALAGA0,22,F,ES,321,1,Jun-25,28,0,IT,812.5,0
 MALAGA0,22,M,ES,721,1,Sep-25,65,0,EN,1202.5,0
 MALAGA0,22,M,ES,345,1,9,60,0,EN,1170,0
 SALAMAN,22,F,ES,311,3,9,60,0,FR,1170,0
 SALAMAN,22,F,ES,311,4,5,30,0,NL,650,0
 SALAMAN,22,F,ES,311,4,Apr-75,30,0,NL,617.5,0
 SANTAND,22,M,ES,34,3,09. Mai,64,0,EN,1235,0
 MURCIA0,22,F,ES,222,4,0,16,0,DE,0,2850
 MADRID3,22,F,ES,721,2,,,,,,
 BADAJOZ,22,F,ES,142,1,9,60,0,IT,1170,0
 BADAJOZ,22,M,ES,813,4,9,60,0,PT,1170,0
 BADAJOZ,22,F,ES,142,1,10,60,0,IT,1300,0
 BADAJOZ,22,M,ES,441,1,Aug-75,60,0,EN,1137.5,0
 MADRID2,22,M,ES,727,4,8,60,0,DE,1040,0
 MADRID2,22,F,ES,340,5,5,30,0,EN,650,0
 MADRID2,22,F,ES,581,4,8,68,0,EN,1040,0
 MADRID2,22,M,ES,340,5,8,71,0,EN,1040,0
 MADRID2,22,F,ES,342,4,8,67,0,DE,1040,0
 MADRID2,22,F,ES,380,4,8,60,0,FR,1040,0
 MADRID1,22,M,ES,525,2,0,29,0,DE,0,900
 MADRID1,22,F,ES,815,2,0,22,0,EN,0,900
 BARCELO,22,F,ES,223,4,Mrz 25,30,0,EN,422.5,0
 BARCELO,22,F,ES,723,3,03. Mai,21,0,PT,455,0
 BARCELO,22,F,UK,721,4,Okt 25,71,0,PT,1332.5,0
 BARCELO,22,F,unknown,223,2,10. Mai,64,0,DE,1365,0
 BARCELO,22,F,PL,311,2,Sep-25,71,0,PL,1202.5,0
 BARCELO,22,M,IT,34,1,03. Mai,30,0,EN,455,0
 BARCELO,22,M,ES,38,3,04. Mai,30,0,EN,585,0
 BARCELO,22,M,ES,38,3,03. Mai,30,0,EN,455,0
 MADRID2,22,M,ES,314,5,10,69,0,FR,1300,0
 MADRID2,22,F,ES,422,4,10,52,0,EN,1300,0
 ALCAL-H,22,M,ES,58,4,9,30,0,IT,1170,0
 ALCAL-H,22,M,ES,340,4,9,30,0,IT,1170,0
 ALCAL-H,22,F,ES,72,4,5,30,0,IT,650,0
 BARCELO,22,F,ES,22,5,0,6,0,ES,0,1200
 BARCELO,22,M,ES,38,5,0,15,0,EN,0,1800
 MADRID1,22,M,ES,342,2,Okt 25,60,0,EN,1332.5,0
 BARCELO,22,M,ES,225,4,Mai 25,31,0,IT,682.5,0
 BARCELO,22,F,ES,223,4,9,71,0,EN,1170,0
 BARCELO,22,M,ES,314,4,Mai 75,25,0,EN,747.5,0
 BARCELO,22,F,ES,223,4,Sep-25,30,0,FR,1202.5,0
 BARCELO,22,M,ES,223,2,Aug-25,47,0,EN,1072.5,0
 ALCAL-H,22,M,ES,422,3,9,60,0,EN,1170,0
 BADAJOZ,22,M,ES,721,4,10,60,0,IT,1300,0
 BADAJOZ,22,M,ES,34,3,9,60,0,IT,1170,0
 BADAJOZ,22,F,ES,314,4,09. Mai,60,0,EN,1235,0
 MALAGA0,22,M,ES,223,1,Aug-75,35,0,EN,1137.5,0
 MALAGA0,22,M,ES,345,1,04. Mai,33,0,EN,585,0
 MALAGA0,22,F,ES,311,2,10. Mai,61,0,IT,1365,0
 MALAGA0,22,F,ES,222,1,Apr-25,23,0,EN,552.5,0
 BARCELO,22,M,FR,58,4,10. Mai,60,0,DE,1365,0
 MADRID2,22,F,ES,421,2,Sep-25,60,0,EN,1202.5,0
 MADRID2,22,F,ES,58,4,Sep-25,60,0,IT,1202.5,0
 MADRID2,22,F,ES,34,4,9,30,0,EN,1170,0
 BARCELO,22,M,ES,442,4,Jun-75,22,0,EN,877.5,0
 BARCELO,22,F,ES,340,4,Mrz 25,38,0,EN,422.5,0
 BARCELO,22,M,ES,723,3,Mai 25,18,0,NL,682.5,0
 BARCELO,22,F,ES,442,4,Mai 25,13,0,DE,682.5,0
 PALMA01,22,F,ES,340,3,Mrz 75,24,0,DE,487.5,0
 PALMA01,22,F,ES,38,3,4,27,0,EN,520,0
 PALMA01,22,M,ES,321,3,04. Mai,18,0,EN,585,0
 MALAGA0,22,F,ES,34,1,Sep-75,47,0,PT,1267.5,0
 MALAGA0,22,F,ES,223,1,Okt 25,32,0,DE,1332.5,0
 MALAGA0,22,M,ES,34,1,Apr-25,12,0,EN,552.5,0
 MALAGA0,22,F,ES,222,2,04. Mai,28,0,EN,585,0
 MALAGA0,22,F,ES,149,2,Mai 75,14,0,EN,747.5,0
 MALAGA0,22,F,ES,524,1,Sep-75,45,0,EN,1267.5,0
 MURCIA0,22,M,ES,225,2,10,60,0,IT,1300,0
 MURCIA0,22,F,ES,721,4,Sep-25,90,0,IT,1202.5,0
 MURCIA0,22,M,ES,223,4,3,30,0,EN,390,0
 MURCIA0,22,M,ES,813,2,Sep-75,54,0,it,1267.5,0
 MURCIA0,22,M,ES,813,2,08. Mai,60,0,it,1105,0
 MURCIA0,22,M,ES,813,3,9,60,0,pt,1170,0
 MURCIA0,22,M,ES,38,2,04. Mai,36,0,it,585,0
 BARCELO,22,M,IT,38,2,Mai 25,18,0,IT,682.5,0
 MALAGA0,22,F,ES,721,1,Sep-25,61,0,EN,1202.5,0
 MALAGA0,22,F,ES,34,1,Apr-25,22,0,EN,552.5,0
 MALAGA0,22,F,ES,314,4,0,10,0,EN,0,1875
 MALAGA0,22,M,ES,52,1,Apr-25,22,0,EN,552.5,0
 MALAGA0,22,F,ES,34,1,Sep-75,47,0,PT,1267.5,0
 MALAGA0,22,M,ES,521,1,Sep-75,35,0,IT,1267.5,0
 MALAGA0,22,M,ES,52,1,09. Mai,45,0,EN,1235,0
 MALAGA0,22,M,ES,521,1,Okt 75,45,0,EN,1397.5,0
 MALAGA0,22,M,ES,721,1,09. Mai,72,0,EN,1235,0
 MALAGA0,22,F,ES,721,1,Sep-25,64,0,EN,1202.5,0
 MURCIA0,22,M,ES,212,3,09. Mai,53,0,EN,1235,0
 OVIEDO0,22,F,ES,345,4,04. Mai,24,0,FR,585,0
 OVIEDO0,22,F,ES,524,5,Sep-75,57,0,EN,1267.5,0
 PALMA01,22,F,ES,225,3,Sep-75,60,0,IT,1267.5,0
 BADAJOZ,22,M,ES,34,4,Sep-75,60,0,IT,1267.5,0
 BADAJOZ,22,M,ES,34,4,Sep-75,60,0,IT,1267.5,0
 BADAJOZ,22,M,ES,64,4,10,60,0,EN,1300,0
 BADAJOZ,22,M,ES,813,4,Sep-75,60,0,PT,1267.5,0
 MADRID0,22,F,ES,813,4,10,40,0,FR,1300,0
 MADRID0,22,M,ES,525,4,10,58,0,IT,1300,0
 MADRID0,22,M,ES,520,4,6,24,0,EN,780,0
 MADRID0,22,M,ES,525,4,11,30,0,FR,1430,0
 MADRID0,22,M,ES,525,4,10,30,0,DE,1300,0
 BARCELO,22,F,ES,311,2,5,18,0,DE,650,0
 BARCELO,22,F,ES,723,3,Mrz 25,21,0,DE,422.5,0
 BARCELO,22,M,ES,541,2,10. Mai,48,0,PT,1365,0
 BARCELO,22,M,ES,321,3,04. Mai,41,0,SV,585,0
